Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
perkTechJunkie5RepulsorDesc,progression,perk  book,,,,Craft Weighted Shock Mods.,,,,,,,,,,,,,
perkTechJunkie5RepulsorLongDesc,progression,perk  book,,,,Weighted Shock Mods: Craft a Weighted Shock Mod and send zombies flying.,,,,,,,,,,,,,
perkTechJunkie6BatonChargeDesc,progression,perk  book,,,,Weighted Shock.,,,,,,,,,,,,,
perkTechJunkie6BatonChargeLongDesc,progression,perk  book,,,,Shock Strike: Weighted Shock Mods can repeatedly knock them down until they stop getting up.,,,,,,,,,,,,,
perkTechJunkie7HydraulicsDesc,progression,perk  book,,,,Increase the fire rate of Great Gatspits.,,,,,,,,,,,,,
perkTechJunkie7HydraulicsLongDesc,progression,perk  book,,,,Hydraulics: This advanced tweak to hydraulics increases the fire rate of Scrap Spitters and Gatling Turrets by 10%.,,,,,,,,,,,,,
perkTechJunkie8CompleteDesc,progression,perk  book,,,,Bulk craft all Great Gatspit ammo.,,,,,,,,,,,,,
perkTechJunkie8CompleteLongDesc,progression,perk  book,,,,Scrap Gatspit Ammo Bulk Crafting: Learn to bulk craft all Scrap Spitter and Gatling Turret ammo.,,,,,,,,,,,,,

foodWildWestAcornFlour,items,Food,,,,Acorn Flour (Oak Seed),,,,,,,,,,,,,
foodWildWestAcornFlourDesc,items,Food,,,,"Acorn Flour is made from ground Oak Seed and used in other recipes, unless you are desperate. Clears up mild infection (3%) but brings a little thirst.",,,,,,,,,,,,,
foodWildWestAcornHardtack,items,Food,,,,Acorn Hardtack,,,,,,,,,,,,,
foodWildWestAcornHardtackDesc,items,Food,,,,"Acorn Hardtack is a dense cracker with little nutrition to take on long quests or use in other recipes. Clears up mild infection (3%) but brings a little thirst.",,,,,,,,,,,,,
foodWildWestBaconAndEggsAndAcornHardtack,items,Food,,,,Bacon and Eggs and Hardtack,,,,,,,,,,,,,
foodWildWestBaconAndEggsAndAcornHardtackDesc,items,Food,,,,"Bacon and eggs served with grease absorbing acorn hardtack. Clears up mild infection (3%), and you'll need it.",,,,,,,,,,,,,
foodWildWestPineConeJam,items,Food,,,,Pine Cone Jam,,,,,,,,,,,,,
foodWildWestPineConeJamDesc,items,Food,,,,"Can be used in recipes or as a snack. Cures 10% infection.",,,,,,,,,,,,,
foodWildWestPineConeJamPancakes,items,Food,,,,Pine Cone Jam Pancakes,,,,,,,,,,,,,
foodWildWestPineConeJamPancakesDesc,items,Food,,,,"Pine cone jam pancakes with medicinal properties. All of those seeds and honey cure 15% infection.",,,,,,,,,,,,,
foodcottagebake,items,Food,,,,Cottage Bake,,,,,,,,,,,,,
foodcottagebakeDesc,items,Food,,,,"A hearty bake using canned beef, vegetables, and a nice stock.",,,,,,,,,,,,,
foodWildWestTinCanTucker,items,Food,,,,Tin Can Tucker
foodWildWestTinCanTuckerDesc,items,Food,,,,"Mix together tins which usually have no recipe to create a real gourmet treat.",,,,,,,,,,,,,
foodBreadingMix,items,Food,,,,Breading Mix,,,,,,,,,,,,,
foodBreadingMixDesc,items,Food,,,,"Breading Mix is used in recipes as a coating. Best not eaten alone unless you are desperate.",,,,,,,,,,,,,
foodFriedCatfish,items,Food,,,,Fried Catfish,,,,,,,,,,,,,
foodFriedCatfishDesc,items,Food,,,,"Catch a Catfish from a Fish Trap.",,,,,,,,,,,,,
foodBoarMilk,items,Food,,,,Boar Milk,,,,,,,,,,,,,
foodBoarMilkDesc,items,Food,,,,"Boar Milk can be harvested from wild boars. It can be added to a recipe, or provide a little nutrition on its own.",,,,,,,,,,,,,
foodShamBreadPudding,items,Food,,,,Sham Bread Pudding,,,,,,,,,,,,,
foodShamBreadPuddingDesc,items,Food,,,,"Sham Bread Pudding makes a filling meal. The baking process and the addition of honey make the Sham Sandwich quite edible, and almost delicious.",,,,,,,,,,,,,
foodPineNuts,items,Food,,,,Pine Nuts (Pine Seed),,,,,,,,,,,,,
foodPineNutsDesc,items,Food,,,,"Pine Nuts are collected from Pine Cones and best used in other recipes. Makes you a little thirsty.",,,,,,,,,,,,,
foodBlueberryPemmican,items,Food,,,,Blueberry Pemmican,,,,,,,,,,,,,
foodBlueberryPemmicanDesc,items,Food,,,,"Blueberry Pemmican takes a little time to prepare, but provides a nutritious snack to sustain you while on the trail. Brings on thirst as a snack but can be added to recipes.",,,,,,,,,,,,,
foodRubaboo,items,Food,,,,Rubaboo,,,,,,,,,,,,,
foodRubabooDesc,items,Food,,,,"Rubaboo is usually a simple stew, but this variety includes pemmincan to give it that something special.",,,,,,,,,,,,,
foodTallmanBradJerky,items,Food,,,,Tallman Brad Jerky,,,,,,,,,,,,,
foodTallmanBradJerkyDesc,items,Food,,,,"Tallman Brad Jerky is a useful snack to top up satiation, and catch very early infection in its tracks. Cures 1% infection but can make you thirsty.",,,,,,,,,,,,,
foodSuperCornMeatStew,items,Food,,,,Super Corn Meat Stew,,,,,,,,,,,,,
foodSuperCornMeatStewDesc,items,Food,,,,"You will grow up to be big and strong..., like Grace.",,,,,,,,,,,,,
foodSuperHoneyPopcorn,items,Food,,,,Super Honey Popcorn,,,,,,,,,,,,,
foodSuperHoneyPopcornDesc,items,Food,,,,"Super Honey Popcorn is gently popped to perfection, and drizzled with freshly squeezed honey comb.",,,,,,,,,,,,,
foodSuperCornSuperSupper,items,Food,,,,Super Corn Super Supper,,,,,,,,,,,,,
foodSuperCornSuperSupperDesc,items,Food,,,,"Super Corn Super Supper provides a combination of individual food items packed into a full meal. The total benefit exceeds the sum of its parts. All it needs is something to wash it down.",,,,,,,,,,,,,
foodApplePie,items,Food,,,,Apple Pie,,,,,,,,,,,,,
foodApplePieDesc,items,Food,,,,"Apples can be fed to trained horses to revitalise them, but not this time. Apples can be harvested from trees and sometimes found in loot.",,,,,,,,,,,,,
foodHoneyApple,items,Food,,,,Honey Apple,,,,,,,,,,,,,
foodHoneyAppleDesc,items,Food,,,,"Apples can be fed to trained horses to revitalise them, but this one is all yours. Cures 1% infection. Apples can be harvested from trees and sometimes found in loot.",,,,,,,,,,,,,
drinkYuccaJuiceCooler,items,Food,,,,Yucca Juice Storm Breaker,,,,,,,,,,,,,
drinkYuccaJuiceCoolerDesc,items,Food,,,,"Yucca Juice Storm Breaker helps you resist storms.\n\nStorm Resistance for 15 minutes.",,,,,,,,,,,,,

foodT3-2,progression,Attribute,,,,Tier 3: Hobo Stew & Super Corn Meat Stew,,,,,,,,,,,,,

OaksCooker,blocks,Block,,,,Twin Stove,,,,,,,,,,,,,
OaksCookerDesc,blocks,Block,,,,"The Twin Stove allows players to combine recipe ingredients into meals, beverages, and resources.",,,,,,,,,,,,,
PotStove,blocks,Block,,,,Pot Stove,,,,,,,,,,,,,
PotStoveDesc,blocks,Block,,,,"The Pot Stove allows players to combine recipe ingredients into meals, beverages, and resources.",,,,,,,,,,,,,
IronStove,blocks,Block,,,,Iron Stove,,,,,,,,,,,,,
IronStoveDesc,blocks,Block,,,,"The Iron Stove allows players to combine recipe ingredients into meals, beverages, and resources.",,,,,,,,,,,,,
StoneStove,blocks,Block,,,,Stone Stove,,,,,,,,,,,,,
StoneStoveDesc,blocks,Block,,,,"The Stone Stove allows players to combine recipe ingredients into meals, beverages, and resources.",,,,,,,,,,,,,
playerWoodBurningStove,blocks,Block,,,,Wood Burning Player Stove,,,,,,,,,,,,,
playerWoodBurningStoveDesc,blocks,Block,,,,"The Wood Burning Player Stove allows players to combine recipe ingredients into meals, beverages, and resources.",,,,,,,,,,,,,
CookerVariantHelper,blocks,Block,,,,Stoves,,,,,,,,,,,,,

StoneStandPipe,blocks,Block,,,,Marble Standpipe,,,,,,,,,,,,,
StoneStandPipeDesc,blocks,Block,,,,"This Marble Standpipe allows players to fill up their water vessels.",,,,,,,,,,,,,
Stone2StandPipe,blocks,Block,,,,Stone Standpipe,,,,,,,,,,,,,
Stone2StandPipeDesc,blocks,Block,,,,"This Stone Standpipe allows players to fill up their water vessels.",,,,,,,,,,,,,
WaterWell,blocks,Block,,,,Decorative Barrel Well,,,,,,,,,,,,,
WaterWellDesc,blocks,Block,,,,"This Rustic Water Well allows players to fill up their water vessels.",,,,,,,,,,,,,
OldWell,blocks,Block,,,,Decorative Old Well,,,,,,,,,,,,,
OldWellDesc,blocks,Block,,,,"This Old Water Well allows players to fill up their water vessels.",,,,,,,,,,,,,
StoneWell,blocks,Block,,,,Decorative Stone Well,,,,,,,,,,,,,
StoneWellDesc,blocks,Block,,,,"This Stone Water Well allows players to fill up their water vessels.",,,,,,,,,,,,,
WoodWell,blocks,Block,,,,Decorative Wood Well,,,,,,,,,,,,,
WoodWellDesc,blocks,Block,,,,"This Wood Water Well allows players to fill up their water vessels.",,,,,,,,,,,,,
WaterVariantHelper,blocks,Block,,,,Decorative Water Wells and Stands,,,,,,,,,,,,,

QueenBee,items,Item,,,,Queen Bee,,,,,,,,,,,,,
QueenBeeDesc,items,Item,,,,"Use the Queen Bee with right mouse click on the Bee Hive to populate it and produce honey.",,,,,,,,,,,,,

SquareHiveEmpty,blocks,Block,,,,Square Bee Hive,,,,,,,,,,,,,
SquareHiveEmptyDesc,blocks,Block,,,,"Introduce a Queen Bee to the Square Bee Hive using secondary action, and over time it will produce honey. A Queen Bee can be found in logs in the Pine Forest and Desert biomes.",,,,,,,,,,,,,
SquareBeeHiveQueen,blocks,Block,,,,[66ff00]Bees are collecting Nectar,,,,,,,,,,,,,
SquareHiveWithHoney,blocks,Block,,,,[66ff00]Honey is Ready to Collect,,,,,,,,,,,,,
BeeHiveEmpty,blocks,Block,,,,Roof Bee Hive,,,,,,,,,,,,,
BeeHiveEmptyDesc,blocks,Block,,,,"Introduce a Queen Bee to the Roof Bee Hive using secondary action, and over time it will produce honey. A Queen Bee can be found in logs in the Pine Forest and Desert biomes.",,,,,,,,,,,,,
BeeHiveQueen,blocks,Block,,,,[66ff00]Bees are collecting Nectar,,,,,,,,,,,,,
BeeHiveWithHoney,blocks,Block,,,,[66ff00]Honey is Ready to Collect,,,,,,,,,,,,,
WoodBeeHiveEmpty,blocks,Block,,,,Wood Bee Hive,,,,,,,,,,,,,
WoodBeeHiveEmptyDesc,blocks,Block,,,,"Introduce a Queen Bee to the Wood Bee Hive using secondary action, and over time it will produce honey. A Queen Bee can be found in logs in the Pine Forest and Desert biomes.",,,,,,,,,,,,,
WoodBeeHiveQueen,blocks,Block,,,,[66ff00]Bees are collecting Nectar,,,,,,,,,,,,,
WoodBeeHiveWithHoney,blocks,Block,,,,[66ff00]Honey is Ready to Collect,,,,,,,,,,,,,
BeeHiveVariantHelper,blocks,Block,,,,Bee Hives,,,,,,,,,,,,,

foodHoneyComb,items,Item,,,,Honey Comb,,,,,,,,,,,,,
foodHoneyCombDesc,items,Item,,,,"Use the Honey Comb as a standalone snack or as part of a recipe. Provides healing properties. Cures 1% infection.",,,,,,,,,,,,,
foodHoneyBread,items,Food,,,,Honey Cornbread,,,,,,,,,,,,,
foodHoneyBreadDesc,items,Food,,,,"A tasty treat with healing properties. Cures 3% infection.",,,,,,,,,,,,,
foodHoneyPumpkinPie,items,Food,,,,Honey Pumpkin Pie,,,,,,,,,,,,,
foodHoneyPumpkinPieDesc,items,Food,,,,"A tasty treat with healing properties. Cures 3% infection.",,,,,,,,,,,,,
drinkHoneyBeer,items,Food,,,,Honey Beer,,,,,,,,,,,,,
drinkHoneyBeerDesc,items,Food,,,,"Unleash your inner berserker to put power in your punch for longer, and cure 5% infection.",,,,,,,,,,,,,

CaughtChick,items,Item,,,,Caught Chick,,,,,,,,,,,,,
CaughtChickDesc,items,Item,,,,"Use 2 Caught Chicks, with right mouse click, on an Empty Chicken Coop to populate and activate the next stage.",,,,,,,,,,,,,

birdnestEmpty,blocks,Block,,,,Empty Bird Nest,,,,,,,,,,,,,
WoodCoopEmpty,blocks,Block,,,,Chicken Coop - Wooden,,,,,,,,,,,,,
WoodCoopEmptyDesc,blocks,Block,,,,"Introduce 2 Caught Chicks to the Chicken Coop using secondary action, and over time they will grow and produce eggs and feathers. You can catch chicks in nests and trees.",,,,,,,,,,,,,
WoodCoopChicks,blocks,Block,,,,[66ff00]Growth Stage,,,,,,,,,,,,,
WoodCoopLaying,blocks,Block,,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
WoodCoopWithEggs,blocks,Block,,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
ChickenCoopEmpty,blocks,Block,,,,Chicken Coop - Fancy,,,,,,,,,,,,,
ChickenCoopChicks,blocks,Block,,,,[66ff00]Growth Stage,,,,,,,,,,,,,
ChickenCoopLaying,blocks,Block,,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
ChickenCoopWithEggs,blocks,Block,,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
TinCoopEmpty,blocks,Block,,,,Chicken Coop - Tin,,,,,,,,,,,,,
TinCoopChicks,blocks,Block,,,,[66ff00]Growth Stage,,,,,,,,,,,,,
TinCoopLaying,blocks,Block,,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
TinCoopWithEggs,blocks,Block,,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
HouseCoopEmpty,blocks,Block,,,,Chicken Coop - House,,,,,,,,,,,,,
HouseCoopChicks,blocks,Block,,,,[66ff00]Growth Stage,,,,,,,,,,,,,
HouseCoopLaying,blocks,Block,,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
HouseCoopWithEggs,blocks,Block,,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
WoodCoopVariantHelper,blocks,Block,,,,Chicken Coops,,,,,,,,,,,,,

GrownChicken,blocks,Block,,,,Grown Domestic Chicken,,,,,,,,,,,,,
GrownChickenDesc,blocks,Block,,,,"A grown domestic chicken can be placed and harvested for resources.",,,,,,,,,,,,,

foodEggQuiche,items,Food,,,,Egg Quiche,,,,,,,,,,,,,
foodEggQuicheDesc,items,Food,,,,"This quiche will keep you regular as clockwork.",,,,,,,,,,,,,
foodEggSandwich,items,Food,,,,Egg Sandwich,,,,,,,,,,,,,
foodEggSandwichDesc,items,Food,,,,"The Queen of Hearts, she made some tarts, from chicken eggs, and zombie farts. She makes decent sandwiches too. Clears up mild infection (3%).",,,,,,,,,,,,,
foodChickenStew,items,Food,,,,Chicken Stew,,,,,,,,,,,,,
foodChickenStewDesc,items,Food,,,,"Chicken stew provides a highly nutritious meal.",,,,,,,,,,,,,
foodRoastChicken,items,Food,,,,Roast Chicken,,,,,,,,,,,,,
foodRoastChickenDesc,items,Food,,,,"Roast Chicken provides great sustenance and can put coop reared chickens to good use.",,,,,,,,,,,,,
foodChickSticks,items,Food,,,,Chick Sticks,,,,,,,,,,,,,
foodChickSticksDesc,items,Food,,,,"Chick sticks provide a light snack with curative properties.",,,,,,,,,,,,,

WildWestOnOffLightsVariantHelper,blocks,Block,,,,Wild West Lights,,,,,,,,,,,,,
WildWestLightTemplate,blocks,Block,,,,Wild West Light Template,,,,,,,,,,,,,
WildWestLightTemplateDesc,blocks,Block,,,,"Template for other lights. Not hooked up for players. Turn on and off with E (Use) key. It does not require power. Destroy to collect into inventory.",,,,,,,,,,,,,
lantern1,blocks,Block,,,,Wild West Light 1,,,,,,,,,,,,,
lantern1Desc,blocks,Block,,,,"Wild West Light 1 is made for wall and surface placement. Turn on and off with E (Use) key. It does not require power. Destroy to collect into inventory.",,,,,,,,,,,,,
lantern2,blocks,Block,,,,Wild West Light 2,,,,,,,,,,,,,
lantern2Desc,blocks,Block,,,,"Wild West Light 2 is made for wall and surface placement. Turn on and off with E (Use) key. It does not require power. Destroy to collect into inventory.",,,,,,,,,,,,,
lantern3,blocks,Block,,,,Wild West Light 3,,,,,,,,,,,,,
lantern3Desc,blocks,Block,,,,"Wild West Light 3 is made for wall and surface placement. Turn on and off with E (Use) key. It does not require power. Destroy to collect into inventory.",,,,,,,,,,,,,
lantern4,blocks,Block,,,,Wild West Light 4,,,,,,,,,,,,,
lantern4Desc,blocks,Block,,,,"Wild West Light 4 is made for wall and surface placement. Turn on and off with E (Use) key. It does not require power. Destroy to collect into inventory.",,,,,,,,,,,,,
lantern5,blocks,Block,,,,Wild West Light 5,,,,,,,,,,,,,
lantern5Desc,blocks,Block,,,,"Wild West Light 5 is made for wall and surface placement. Turn on and off with E (Use) key. It does not require power. Destroy to collect into inventory.",,,,,,,,,,,,,
rooflight1,blocks,Block,,,,Wild West Roof Light,,,,,,,,,,,,,
rooflight1Desc,blocks,Block,,,,"Wild West Roof Light is made for ceiling placement. Turn on and off with E (Use) key. It does not require power. Destroy to collect into inventory.",,,,,,,,,,,,,
OldPiano,blocks,Block,,,,Wild West Piano,,,,,,,,,,,,,
OldPianoDesc,blocks,Block,,,,"Wild West Piano is made for surface placement. Turn on and off with E (Use) key. Turning on and off cycles through 5 choices of melody. It does not require power. Destroy to collect into inventory.",,,,,,,,,,,,,

CactusTrap,blocks,Block,,,,Trap - Cactus,,,,,,,,,,,,,
CactusTrapDesc,blocks,Block,,,,"This Cactus Trap can be placed on a surface. It will damage both zombies and players with bleed damage.",,,,,,,,,,,,,
TarTrap,blocks,Block,,,,Trap - Tar,,,,,,,,,,,,,
TarTrapDesc,blocks,Block,,,,"This Tar Trap can be placed on a surface. It will slow both zombies and players.",,,,,,,,,,,,,
looseLogTrap100_TMB,blocks,Block,,,,Loose Log Trap,,,,,,,,,,,,,
looseLogTrap100_TMBDesc,,,,"This Loose Log Trap breaks when walked on.",,,,,,,,,,,,,

RailTrackVariantHelper,blocks,Block,,,,Rail Track Helper,,,,,,,,,,,,,
RailTrack1X2,blocks,Block,,,,Rail Track 1x2,,,,,,,,,,,,,
RailTrack2X2Cross,blocks,Block,,,,Rail Track 2x2,,,,,,,,,,,,,
RailTrack1X2Gravel,blocks,Block,,,,Rail Track 1x2 Gravel,,,,,,,,,,,,,
CoalCart,blocks,Block,,,,Rail Track Coal Cart,,,,,,,,,,,,,
CoalCartTrack,blocks,Block,,,,Rail Track Coal Cart (Track),,,,,,,,,,,,,
RopeCartSide,blocks,Block,,,,Rail Track Coal Cart Side Rope,,,,,,,,,,,,,
RopeCartUp,blocks,Block,,,,Rail Track Coal Cart Up Rope,,,,,,,,,,,,,
TrainWaterFeed,blocks,Block,,,,Rail Track Water Feed,,,,,,,,,,,,,
BridgeTopprop,blocks,Block,,,,Rail Track Bridge Top Prop,,,,,,,,,,,,,
BridgeTopplane,blocks,Block,,,,Rail Track Bridge Top Plane,,,,,,,,,,,,,
BridgeStrut,blocks,Block,,,,Rail Track Bridge Strut,,,,,,,,,,,,,
BridgeStrut1x3,blocks,Block,,,,Rail Track Bridge Strut 1x3,,,,,,,,,,,,,

WildWestStorageVariantHelper,blocks,Block,,,,Wild West Writable Storage,,,,,,,,,,,,,
WoodChestwest1,blocks,Block,,,,Wild West Wooden Chest,,,,,,,,,,,,,
WoodChestwest1Insecure,blocks,Block,,,,Wild West Wooden Chest Insecure,,,,,,,,,,,,,
WoodChestWestnew,blocks,Block,,,,Wild West Bound Chest,,,,,,,,,,,,,
WoodChestWestnewInsecure,blocks,Block,,,,Wild West Bound Chest Insecure,,,,,,,,,,,,,
WoodCratewest2,blocks,Block,,,,Wild West Wooden Crate,,,,,,,,,,,,,
WoodCratewest2Insecure,blocks,Block,,,,Wild West Wooden Crate Insecure,,,,,,,,,,,,,
woodchestwest2,blocks,Block,,,,Wild West Treasure Chest,,,,,,,,,,,,,
woodchestwest2Insecure,blocks,Block,,,,Wild West Treasure Chest Unlocked,,,,,,,,,,,,,

resourceGreenCrystal,items,item,,,,Green Crystal,,,,,,,,,,,,,
resourceGreenCrystalDesc,items,item,,,,"Green Crystals can be used in recipes. They also release a highly volatile combustible gas that can be used as a fuel source when broken, which you have quite possibly just done. Place it in a safe location between your cloth and fiber. Green Crystals can be crafted into Green Powder, used in the manufacturing of Green Crystal Ammo.",,,,,,,,,,,,,
resourceBlueCrystal,items,item,,,,Blue Crystal,,,,,,,,,,,,,
resourceBlueCrystalDesc,items,item,,,,"Blue Crystals can be used to craft Blue Crystal Batteries at the Chemistry Station. Blue Crystals are also a key ingredient in Green Powder.",,,,,,,,,,,,,
resourceBlackCrystal,items,item,,,,Black Crystal,,,,,,,,,,,,,
resourceBlackCrystalDesc,items,item,,,,"Black Crystals can be used to craft the Black Crystal Armor Mod at the Chemistry Station.",,,,,,,,,,,,,
modArmorPlatingCrystalReinforced,item_modifiers,mod,,,,Black Crystal Armor Mod,,,,,,,,,,,,,
modArmorPlatingCrystalReinforcedDesc,item_modifiers,Mod,,,,"Improve damage and explosive resistance.",,,,,,,,,,,,,
modArmorPlatingCrystalReinforcedSchematic,item_modifiers,mod,,,,Black Crystal Armor Mod Schematic,,,,,,,,,,,,,
blueCrystalBattery,items,Item,,,,Blue Crystal Battery,,,,,,,,,,,,,
blueCrystalBatteryDesc,items,Item,,,,"Blue Crystal Batteries are created in the Chemistry Station and placed inside Wind Turbines, or used for other recipes.",,,,,,,,,,,,,
windturbine,blocks,Block,,,,Wind Turbine,,,,,,,,,,,,,
windturbineDesc,blocks,Block,,,,"The Wind Turbine generates power for an electric fence. Crafted at a Workbench and requires a Blue Crystal Battery to operate.",,,,,,,,,,,,,
electricfencepost,blocks,Electricity,,,,Electric Fence Post (Regular),,,,,,,,,,,,,
electricfencepostDesc,blocks,Electricity,,,,"Wire up 2 or more of these and shock your enemies. Crafted at the Workbench.\n\nRepair with Wood and Forged Iron.",,,,,,,,,,,,,
electricfencepostSmall,blocks,Electricity,,,,Electric Fence Post (Small),,,,,,,,,,,,,
electricfencepostSmallDesc,blocks,Electricity,,,,"Wire up 2 or more of these and shock your enemies. Crafted at the Workbench.\n\nRepair with Wood and Forged Iron.",,,,,,,,,,,,,
resourceCementMixerConcreteBundle,items,Item,,,,Stack of Concrete Mix (1000),,Stapel Betonmischung (1000),,,,,,,,,,,
resourceCementMixerConcreteBundleDesc,items,Item,,,,"This is a compact stack of concrete mix. 'Open' this item to open and unpack it. This stack of concrete uses 20% less resources than the same amount in single units.",,"Dies ist ein kompakter Stapel Betonmischung. 'Öffnen' Sie diesen Artikel, um ihn zu öffnen und auszupacken. Dieser Betonstapel verbraucht 20 % weniger Ressourcen als die gleiche Menge in einzelnen Einheiten.",,,,,,,,,,,
resourceClayLumpBundle,items,Item,,,,Stack of Clay Soil (6000),,Stapel Lehmboden (6.000),Pila de Terreno de arcilla (6000),Pile de Sol en argile (6 000),Mucchio di Argilla (6.000),粘土（バルク・6000）,식토 더미 (6000),Stos Gleba gliniasta (6000),Pilha de Solo argiloso (6000),Запас Глинистый грунт (6000),Killi Toprak Yığını (6000),一堆粘土（6000）,黏土堆（6000）
resourceClayLumpBundleDesc,items,Item,,,,This is a compact stack of clay soil. Use this item to open and unpack it.,,"Ein kompakter Stapel Lehmboden. Benutze diesen Gegenstand, um ihn zu öffnen und zu entladen.",Pila compacta de terreno de arcilla. Usa este objeto para abrirla y descargarla.,C'est une pile compacte de sol en argile. Utilisez cet objet pour l'ouvrir et le déballer.,Un mucchio compatto di argilla. Usa questo oggetto per la sua apertura.,大量の粘土がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。,식토 압축되어 있는 더미입니다. 이 아이템을 사용하면 낱개로 풀립니다.,"Zbity stos gleba gliniasta. Użyj tego przedmiotu, aby go otworzyć i rozpakować.",Uma pilha compacta de solo argiloso. Use este item para abrir e descompactar.,"Компактный запас Глинистый грунт. Используйте, чтобы распаковать его.",Killi toprakn oluşan yığın. Açmak ve içindekileri çıkarmak için bu öğeyi kullan.,这是足足一堆粘土。使用此道具打开。,這是一堆排列緊密黏土堆。用這個物品打開並取出。

Ammobench,blocks,Workstation,,,,Ammo Press,,,,,,,,,,,,,
AmmobenchDesc,blocks,Block,,,,"The Ammo Press allows players to press ammunition in a compact standalone device. Ammo bundles craft in half the time.",,,,,,,,,,,,,
workstationsT3-2OAB,progression,Attribute,,,,Tier 3: Ammo Press,,,,,,,,,,,,,
lblCategoryAmmoPress,UI,Tooltip,,,,Ammo,,Munition,Munición,Munitions,Munizioni,弾薬,탄약,Amunicja,Munição,Боеприпасы,Mühimmat,弹药
lblCategoryAmmoPressRegularAmmo,UI,Tooltip,,,,Regular Ammo,,,,,,,,,,,,,
lblCategoryAmmoPressHPAmmo,UI,Tooltip,,,,HP Ammo,,,,,,,,,,,,,
lblCategoryAmmoPressAPAmmo,UI,Tooltip,,,,AP Ammo,,,,,,,,,,,,,

resourceFishBait,items,item,,,,Fish Trap Bait (Use in Water),,,,,,,,,,,,,
resourceFishBaitDesc,items,item,,,,"Fish Trap Bait can be added to an empty Fish Trap. It will attract different kinds of fish and crustaceans. Water currents may also bring in unexpected items.",,,,,,,,,,,,,
FishTrapEmpty,blocks,Block,,,,Fish Trap (Needs Bait),,,,,,,,,,,,,
FishTrapEmptyDesc,blocks,Block,,,,"Place the Fish Trap under water. Add Fish Trap Bait with your secondary action to bait the trap. Over time, it will catch fish and crustaceans. Water currents may also bring in unexpected items.",,,,,,,,,,,,,
FishTrapBaited,blocks,Block,,,,[66ff00]Baited Stage,,,,,,,,,,,,,
FishTrapLoot,blocks,Block,,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
resourceRope,items,item,,,,Rope,,,,,,,,,,,,,
resourceRopeDesc,items,item,,,,"Rope can be used in recipes as a crafting item.",,,,,,,,,,,,,
resourceHook,items,item,,,,Fish Trap Bait Hook,,,,,,,,,,,,,
resourceHookDesc,items,item,,,,"Fish Trap Bait Hooks are used to craft Fish Trap Bait.",,,,,,,,,,,,,
terrWaterPOI,blocks,Block,,,,Fish Trap Water,,Fischfallenwasser,,,,,,,,,,,
terrWaterFishTrapDesc,blocks,Block,,,,"Use Fish Trap Water blocks to rapidly fill your Fish Trap farm pool.",,,,,,,,,,,,,
cntFishTrapWaterCollector,blocks,block,,,,Fish Trap Water Collector,,,,,,,,,,,,,
cntFishTrapWaterCollectorDesc,blocks,Block,,,,"Collects Fish Trap Water at an accelerated rate to fill your Fish Trap farm pool.\n\nRepair with Tree Resin.",,,,,,,,,,,,,
resourceWaterFilterDesc,items,item,,,,"A component used in the crafting of a Dew Collector or Fish Trap Water Collector.",,,,,,,,,,,,,
foodPintoBeans,items,Food,,,,Pinto Beans,,,,,,,,,,,,,
foodPintoBeansDesc,items,Food,,,,"Pinto Beans are best used in a recipe.",,,,,,,,,,,,,
foodOkra,items,Food,,,,Okra,,,,,,,,,,,,,
foodOkraDesc,items,Food,,,,"Okra is best used in a recipe.",,,,,,,,,,,,,
foodCrawfish,items,Food,,,,Crawfish,,,,,,,,,,,,,
foodCrawfishDesc,items,Food,,,,"Crawfish is best used in a recipe.",,,,,,,,,,,,,
foodCrawfishGumbo,items,Food,,,,Crawfish Gumbo,,,,,,,,,,,,,
foodCrawfishGumboDesc,items,Food,,,,"Crawfish Gumbo requires access to a Fish Trap for recipe ingredients. It is a highly filling and nutritious stew.",,,,,,,,,,,,,
foodChowder,items,Food,,,,Chowder,,,,,,,,,,,,,
foodChowderDesc,items,Food,,,,"This Chowder provides a rich, thick, and creamy seafood soup,.",,,,,,,,,,,,,
foodCampfireBeans,items,Food,,,,Campfire Beans,,,,,,,,,,,,,
foodCampfireBeansDesc,items,Food,,,,"Campfire Beans with Hardtack. For starry nights out in the open.",,,,,,,,,,,,,

greenrock,blocks,Block,,,,Green Glowing Rock,,,,,,,,,,,,,
lightblueRock,blocks,Block,,,,Light Blue Glowing Rock,,,,,,,,,,,,,
bluerock33,blocks,Block,,,,Blue Glowing Rock 1,,,,,,,,,,,,,
bluerock22,blocks,Block,,,,Blue Glowing Rock 2,,,,,,,,,,,,,
